ADM_CD,H00,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23
1115058,13136.3974,13253.2752,13292.2235,13324.291,13185.7102,13049.2119,12704.5394,11714.1803,11023.020199999999,10519.2308,10495.0628,10247.1571,10240.6594,10184.5596,10236.154700000001,10412.1158,10574.8124,10699.832,10837.849699999999,11070.2539,11397.7541,11804.892899999999,12574.1532,12965.3199
1115059,13096.3618,13153.1422,13202.3284,13379.7961,13589.7423,13531.1734,13609.1884,13801.8228,14050.4469,13772.849,13591.3067,13220.1429,13005.192000000001,13023.668599999999,12864.0914,13256.7373,12483.657299999999,12023.0163,11987.3627,12030.0608,12176.456900000001,12686.5679,12949.5781,12635.0599
1115060,13815.5253,13722.8146,13743.7935,13812.0314,13711.878,13389.038199999999,12918.524300000001,11352.312399999999,9808.5582,9074.3406,8901.6673,9004.266,8802.216,8968.8006,9073.6355,9634.9525,9773.6075,10186.313,10970.9526,11435.886199999999,11645.515,11782.2253,12204.253200000001,13635.7752
1115061,11528.4081,11751.3848,11824.846099999999,11787.4212,11877.4958,11783.3049,11589.9404,12312.3432,12518.009,11975.9817,11684.5458,11566.1369,11641.4369,11617.357399999999,11142.3424,9830.8226,8806.6208,8847.811,9311.112,9661.1641,10110.5826,10161.4787,10628.8226,11016.286900000001
1115062,4692.0356,4731.9565,4744.0268,4846.0664,4775.6176000000005,4871.3874,4925.5223000000005,4651.4423,4706.9136,4558.3683,4397.1476,4184.4253,4225.0387,4219.1989,4113.1149,4215.6884,4306.0002,4325.9279,4460.1089,4776.936,4746.9779,4899.7387,5151.2179,4605.5843
1115063,15097.5127,15291.7384,15356.3288,15484.5695,15504.870499999999,15373.0586,15420.9977,14622.2497,14924.0937,13980.6313,13629.7503,13545.4908,13286.9386,13175.1427,12888.2616,12663.6668,12910.702000000001,13264.1438,14037.189,14730.8488,14944.9324,15317.9195,15666.7392,15017.4532
1115064,15436.8826,15458.0843,15365.2947,15607.1522,15737.063900000001,15834.8387,15751.6563,15305.8707,13948.9615,13680.6365,13821.5476,13644.562100000001,13547.5341,13810.2033,13964.08,14503.1772,15423.4305,16223.084,16496.1539,16797.2009,17202.7216,17294.518,16932.0156,15950.9041
1115065,16027.6751,16184.3517,16343.2782,16265.1811,16227.893100000001,16243.0028,15950.5774,14136.1431,12653.2644,12116.544,11921.5601,11906.1639,11731.2113,11602.4118,11991.3617,12436.309000000001,13183.9001,13643.9198,13801.4701,14531.5867,14874.1909,14795.8794,15144.0722,15995.1047
1115066,45203.9325,45533.7494,45999.4971,46305.6011,46687.6092,46390.8744,45082.3042,43242.5284,39901.7373,37703.3689,35962.8093,34957.5692,34864.834,34459.546,33651.4281,33170.6631,32746.514900000002,32718.521099999998,34099.3892,36077.9507,38732.946299999996,40286.3145,42638.3471,43809.4286
1115072,36673.9299,37290.2921,37453.9948,37256.8133,37378.3437,36994.9958,36127.1396,35898.9158,32579.3138,31793.1988,31347.774,31008.4295,30743.0977,30232.7298,30585.5092,30459.3103,31212.9676,31292.705700000002,32480.6195,33555.9477,34251.3852,35107.4888,35362.9661,35728.9227
1115069,20820.5564,20790.5544,20606.5181,20617.5057,20661.690300000002,20803.4845,20044.6129,19323.9808,19078.7148,17790.6362,17150.797,16994.4224,16808.461,16721.0596,17233.4088,17484.9827,18240.9252,19794.1157,19620.7948,20730.653000000002,19971.0685,20069.7018,19051.9757,20508.5573
1115070,22738.5722,22965.5733,22978.7205,22949.9459,22977.8317,22791.6851,22261.9448,21254.6364,20198.3918,19603.093,18953.083,18745.8174,18645.6787,18694.1519,19132.9708,20197.6848,20215.9755,21901.488,22351.784,23261.7756,23290.5176,23326.5757,23129.0678,22185.919
1116051,34727.6154,34556.5943,34844.9014,35006.0267,35259.2441,35479.2933,35142.8683,32750.7619,30632.3608,27802.3177,27024.823,26507.769500000002,26198.1139,26203.757,26553.0665,26457.823099999998,26727.9209,27383.398,28157.5612,29594.6814,30907.4407,31987.5769,33372.7829,32766.5001
1116052,23009.1106,23959.9592,23981.7317,24156.847400000002,24065.7067,22881.5382,22382.6595,22047.9805,20560.8364,20711.56,20725.639,20850.1658,20938.298,20450.306,20838.5713,20337.0488,20646.2332,20640.6511,20329.2396,20449.4225,20948.8124,21263.9798,21487.983500000002,22853.1421
1116053,17379.2421,17528.8626,17555.7336,17522.1664,17547.540100000002,17221.4044,16575.0836,15760.176,14323.890800000001,13394.4662,12955.1479,12511.4693,12494.5551,12066.6412,11839.9347,11204.9829,11055.4167,10871.5558,11392.5135,12013.2454,12711.4814,13483.802,14558.4942,17174.8687
1116054,37663.2194,38269.3901,37956.7902,38461.7191,38228.4006,38623.51,38149.6804,37780.4431,39503.918,40838.5102,41579.493,42898.1267,42530.6691,42538.282,43027.5162,42533.735,42233.1243,42028.8522,41118.888,40738.3085,39970.2564,38038.9106,37146.6796,37102.1832
1116073,49318.1412,50065.9069,50886.4082,50739.6307,50790.5325,49471.8875,48348.8666,46283.325899999996,42361.8568,40114.6705,39827.5383,39665.9481,39012.8448,38911.1448,38943.914,39419.8046,39710.1007,39689.049,41882.1364,44549.5315,46529.6443,48434.2301,49832.8008,48860.6629
1116057,13550.8478,13586.2045,13769.9971,13859.8051,13827.4018,13388.24,12924.7143,11507.7572,9516.5246,8924.0398,8401.1456,8213.8944,8178.3143,8097.7931,8212.228,8452.3639,8779.1486,9244.352200000001,9600.1077,10097.9624,10682.713099999999,11086.9911,11390.664700000001,12902.48
1116058,19300.0766,19415.5363,19514.7121,19623.9558,19586.9833,19602.2805,19470.7456,18909.3593,17139.2205,16183.0661,16253.2636,16169.2787,15932.2063,15659.9375,15667.5018,16652.0274,17062.2069,17957.1911,19370.457,20113.816,20301.7069,20477.6041,20990.265199999998,19139.5478
1116059,20115.1626,20111.9585,20260.6409,20322.237,20215.4853,19800.2678,19160.3591,17946.6885,16328.0488,15500.9128,14787.3332,14818.9588,14672.87,14612.4428,14721.473,14663.9499,14878.0388,14823.1318,16071.0546,16980.6394,17801.5916,18547.5085,18981.63,19727.8771
1116055,31618.0205,32159.96,32506.2714,32601.3425,32615.4884,32061.8389,31033.9748,27055.2784,22750.4592,20887.3802,19624.0068,19042.3212,18541.6454,18173.0957,18207.8165,18805.3159,19504.8466,19970.7042,21181.8616,22652.4836,23779.7087,25019.4834,26602.903000000002,30311.2672
1116061,23373.8158,23512.8477,23486.8715,23533.582,23538.7542,23527.5813,23122.5176,22204.6335,20951.5723,20537.0151,19680.1461,18944.5968,18717.3076,18493.367,18496.7691,18780.2436,18798.4397,18620.3229,19140.8121,20533.4772,21790.0161,22902.8172,23248.5803,23926.9182
1116063,37302.9913,37449.7809,37123.7185,37399.001599999996,37327.2097,38198.5909,36921.0711,35319.492,31369.090799999998,30832.404000000002,30589.5318,31814.865,30669.043999999998,30594.854900000002,31053.4268,32138.6114,33607.4145,33878.2921,34005.105299999996,33846.844,34038.564,33979.99,34763.2579,36938.938
1116064,34358.8984,34295.2281,34471.842,34164.4038,35642.4802,36112.8596,39308.7827,46462.8298,55584.7891,59951.2315,61803.2968,61268.6832,63487.0091,63485.6405,63472.412800000006,62224.645300000004,59486.3113,54212.0432,48723.6868,46102.9326,44339.9811,41355.2725,40324.924999999996,35629.2005
1116065,14205.8806,14006.666799999999,13959.9033,13940.3099,14020.174,14728.8126,15609.8184,17490.2294,17649.119,17066.8706,16877.2884,16607.2686,16577.8623,16695.3286,17246.8501,16440.8538,16960.4973,16946.3404,16346.4461,16659.5183,16259.057,16403.467,15965.4226,14026.9853
1116066,12943.5321,12642.7736,12698.6037,12781.3084,12774.2886,13663.9128,13351.887999999999,13295.8123,13210.840900000001,12747.145400000001,12430.4756,12291.7917,12236.3001,12117.2493,12440.8765,12256.7716,11974.2356,11556.5172,11011.5848,10966.9911,10933.7455,11427.282299999999,12212.2372,12585.538499999999
1116067,34131.8593,34352.0134,34171.2387,34419.684,34278.9626,34734.248700000004,35000.2259,37721.5869,39187.8148,39961.4441,40103.3278,38488.8509,37591.3433,37878.2587,37517.1368,36396.5547,33947.4571,32694.705,31953.4811,31534.8739,30914.0361,30981.8851,31342.966,32665.6647
1116074,34290.5929,32608.4889,33008.8142,32764.3917,32168.0752,34099.5529,35038.164000000004,35045.9285,32143.555099999998,30804.8754,30676.3089,30106.9409,30433.8184,30271.4591,30911.4924,33057.9868,34334.8381,35439.5365,37104.4696,36957.8743,36618.5114,36118.0221,35477.596,34214.6895
1116069,32366.0225,32942.0313,33256.8467,33683.6056,35028.7065,37109.7575,38969.6251,39577.958,41583.5979,42649.3831,42319.3096,41324.913,42710.1213,42460.1778,41612.568400000004,40605.3969,38868.6551,38944.009600000005,37442.9963,35659.6553,33657.2509,32818.7084,33248.7825,31845.0131
1116070,35007.7452,35211.936,35359.1432,35619.2881,35498.9645,35205.2258,35672.309,33975.1976,31549.670000000002,31249.1983,30091.172300000002,30579.8153,29867.0608,29776.3871,30783.7476,31649.0062,31486.883,31771.2407,32556.5821,33264.5418,34034.8767,34477.5376,35149.0967,35170.4517
1116071,22910.1231,23006.064599999998,23141.9965,23264.4085,23967.6935,25199.8247,27196.129699999998,29482.2075,27878.4312,26895.481,27053.062599999997,28169.536200000002,27930.566,28117.5796,28185.905,27407.4866,28566.7661,29157.3007,28915.0936,27405.386700000003,25467.8639,24759.0925,24342.4316,23743.564599999998
1116072,15568.6597,15661.3542,15639.3942,15647.0366,15699.1821,15890.7636,15787.458700000001,15227.6371,14190.3582,13324.9391,12894.6066,12428.8636,12511.8894,12370.2924,12228.3217,12060.5087,12015.5907,11906.0269,12607.1367,12965.1226,12979.342999999999,13557.5765,13870.8359,15017.9784
1117051,31926.137,32027.0844,32166.5965,32147.1321,32509.2345,32734.638,33248.8035,35960.806,34448.9937,32568.253,32876.3985,32896.5546,33332.6706,33212.0662,33275.6807,33805.4948,34885.368,36225.6731,38921.9603,36751.3414,35678.3941,35128.995,33809.723,32188.5318
1117052,18388.3399,18210.8433,18204.2081,18283.0131,18085.3103,18452.8789,17952.772399999998,17657.3329,16812.3288,15590.8778,15245.3263,14442.193500000001,14317.2971,14450.2363,13900.865699999998,13441.0914,13366.6197,13451.9461,14136.6685,13952.7343,14519.972099999999,14881.5545,15450.3551,18230.8013
1117071,31277.8304,31673.7764,31727.2867,31845.4144,31965.2719,31438.1163,32371.2331,35575.7958,36305.4305,37046.7888,37685.2989,37212.8633,36942.007,36741.3814,37370.199499999995,36955.7637,36122.3564,34840.6894,33698.3563,32027.501,31577.4582,31976.4036,32537.7979,30359.9402
1117054,28198.4161,27875.5516,27839.912500000002,27807.5017,28317.9482,28242.5776,28236.9713,34696.1804,50890.4234,59381.4438,62031.388,63602.770800000006,64591.9393,63995.8118,64296.6579,63644.2784,62106.7181,56801.9516,45852.2092,39962.0282,36772.7132,34592.8909,32973.5014,29743.4152
1117055,18901.5598,18755.5216,18803.2146,18876.4766,18804.5503,17940.2199,17430.8621,17963.2875,16509.1481,15268.096000000001,15128.2163,15238.5513,15296.4227,15064.5597,15122.0022,15563.3232,16827.0605,18137.8567,19457.7673,18408.5045,18216.6332,18788.2852,19176.2117,19009.9922
1117056,30478.8589,30507.8495,30629.6336,30705.054,30839.348700000002,31363.6055,32045.4559,34497.0096,34626.7476,33100.831399999995,33844.1241,33633.2445,34195.3886,33746.206,33555.4939,34068.1297,33838.6189,34877.3789,36341.572,35882.912,35270.9519,34924.8312,34230.4575,31578.1563
1117070,10451.3807,10814.3354,10760.8542,10820.3024,11069.4063,10392.6226,10387.036900000001,10754.2035,10830.8331,11451.6396,11294.227799999999,10849.6924,10340.7989,10629.7513,10341.481099999999,10513.3468,10797.3851,11042.3032,11030.8613,9908.7705,9724.9989,9675.234,10049.4295,10025.681199999999
1117061,23754.765,23721.892,23894.0489,23952.5363,24111.6399,24097.2838,23847.2467,23115.9251,23158.0205,22681.1788,22874.1924,22940.032900000002,23287.0257,23329.595699999998,23434.838,22399.3342,22056.9567,22911.2097,23854.4225,24468.9361,24262.5909,24175.1187,24355.5935,22944.6107
1117062,19377.3121,19309.7086,19336.1645,19367.3903,19072.5844,18615.9968,17734.553799999998,16003.5905,14489.6631,13548.4316,13017.0975,12621.891599999999,12564.4003,12364.0209,12063.7531,12271.1557,12368.8465,12556.0375,13023.7988,13562.7901,14158.5865,14534.0792,15044.1965,19309.5965
1117072,30093.2508,30221.8139,30385.8348,30540.977899999998,30466.8944,30332.1577,30001.5271,29308.1885,26170.7733,24986.613999999998,24671.279300000002,24517.2962,24415.7922,24284.5469,23940.3278,24597.1456,24918.9461,25815.354,28381.7927,28563.9813,29499.6227,30233.6274,31014.5985,30032.6928
1117064,27912.1625,28203.7273,28375.927,28560.8883,28668.3113,28226.4294,27016.856,23746.3201,18933.6695,17372.2113,16220.6749,16085.8954,15917.6157,15888.3865,16602.9221,17098.7006,17738.4535,19990.4473,21990.1731,22572.2934,23228.481,24793.2628,26439.4713,27513.7187
1117065,18497.5564,18616.7732,18691.8847,18724.2577,18729.3003,18578.3056,18059.3142,15948.8873,14624.8881,14330.6651,13968.589,14094.5695,13699.1923,13652.2645,13732.104299999999,14334.4386,14556.538,15216.7981,15749.4559,16733.8372,17473.4539,18032.0553,18466.1623,18449.5222
1117067,21112.4415,21276.493,21358.7752,21360.3048,21367.0295,21470.7336,20990.9964,19012.9673,16212.456,15441.9008,15095.4045,14860.3948,14392.2547,14139.2389,14506.1604,15314.4234,15476.9115,16327.0078,17532.5033,18755.3636,19719.5046,20149.5673,21106.6102,20129.0865
1117068,55644.65,55992.0045,56217.3712,56376.0675,56418.3197,55967.9064,55678.278,52367.8222,48291.368,46011.4117,43767.498,42862.4043,42567.5872,42000.3564,42615.0292,43319.352699999996,43622.115099999995,44431.7383,46676.9285,48614.4827,50451.8042,51811.1344,53420.7494,53935.0899
1117069,21914.1192,22028.0458,22063.4135,22056.8077,21970.6346,22289.2677,22416.2096,24100.3568,22045.0383,20033.1505,19278.5161,18954.0673,18514.9686,18840.9288,18229.8646,17236.8806,17435.9523,17805.9462,18962.6267,19657.8198,20800.2227,21984.1128,22768.8838,21715.5014
1118051,39118.0127,38907.8275,38965.6862,39252.7255,39286.1024,40805.5049,45435.7509,59195.5528,87070.8679,103241.27249999999,107419.1251,108967.4874,110656.51680000001,111283.8963,109922.4698,108572.9629,104088.45259999999,91179.9347,71090.0681,57001.5229,50366.7592,46204.9725,44015.5678,38679.6297
1118052,41240.4029,41430.5934,41854.707200000004,42171.8397,42356.8732,42591.5815,43200.6164,43305.450600000004,42382.6097,40631.022,40445.9844,39014.7352,39359.4462,38619.098,39716.7629,39828.0721,39866.2915,40663.6625,40283.1137,39513.4847,39831.2171,40584.8405,40875.7152,40594.9948
1118053,15467.2407,15443.4008,15543.531500000001,15494.3926,15538.8287,15023.5917,14628.4099,13500.1158,11492.8532,10689.735,10050.4564,9990.2709,9614.2479,9552.7455,9796.8064,10300.7698,11023.2411,10843.3417,11663.7022,12446.5855,13020.1841,13581.4179,14246.7241,15058.726200000001
1118054,18836.5616,18815.6534,19045.5386,19144.1882,18968.2223,18490.7134,18076.4322,17078.828,16092.8099,15226.169399999999,14693.8159,14646.7274,14466.4952,14333.6271,14404.2115,14278.5418,14748.0209,15307.227,15591.8208,16182.0799,16555.3877,17134.852600000002,18003.882,18039.5677
1118055,12371.6525,12463.8878,12428.7817,12510.5583,12396.2287,12012.6796,11580.8563,10796.6678,9548.447,8943.9017,8803.0047,8685.085000000001,8587.1091,8687.882,8625.5293,9079.2019,9216.9796,9636.1059,10460.4273,11116.3747,11566.9594,11913.5913,12051.3164,12242.276600000001
1118057,27825.9055,27823.2988,27742.196500000002,27857.1921,27051.2436,27062.843,26861.9949,26231.2419,26024.4417,25921.4525,26478.5564,26711.0646,26740.1357,27231.2586,27153.5602,27314.5267,27614.9547,28369.3115,28352.6567,28212.0925,27924.8814,27966.6332,27866.9294,27401.8383
1118058,16637.2868,16836.6836,17015.0874,17018.7434,16890.962,16715.1589,16080.6315,14923.1311,13741.8047,12787.2773,12170.9707,11960.7349,12016.755000000001,12013.4255,11663.0581,11880.2361,11819.7415,12297.3762,13270.9473,14288.365600000001,14818.0029,15535.1827,16238.0494,16155.7433
1118059,8598.1296,8692.5162,8764.7846,8691.1311,8845.9004,9230.5104,10035.5062,10835.9508,11111.6616,10635.694300000001,10741.1135,10538.9667,10590.5097,10153.2108,10226.3146,9263.657,9525.4737,9223.4585,8886.2392,9046.0202,8959.3006,8922.2055,8995.836800000001,8435.6952
1118060,11873.2647,12025.7204,12047.4122,12084.4099,12364.5661,11972.4414,11443.7825,10121.377,9030.7571,8319.9956,7719.0695,7349.785,7265.3651,6923.9393,7118.3516,7092.0569000000005,7302.4086,7450.6411,7893.9639,8570.847,9128.954,9588.0737,9904.173,11879.3536
1118061,12086.6682,12115.709,12253.7611,12253.2058,12169.3331,11884.7173,11491.4554,11091.8589,9865.633899999999,9402.0651,9140.8463,8713.8423,8853.9202,8760.3476,9006.8817,9609.8626,9866.0802,9993.3318,10407.8924,10877.5466,11370.4511,11677.7709,11733.1022,11732.2411
1119073,18317.106,18330.2387,18309.1798,18476.8253,18400.2909,18451.4295,19114.8166,21145.037800000002,19205.7867,17257.0003,17767.3445,17008.6243,17380.144800000002,16864.3398,17535.6141,17195.3764,17759.9461,19427.0216,21037.3838,20155.7071,19206.4784,19740.629100000002,19517.197,17830.9209
1119074,38183.9362,37952.3467,37900.2048,37978.2568,38244.6339,39621.9544,40760.0623,44818.7915,52177.7846,54603.3773,57317.529,60349.624,62581.0646,64184.0976,63721.299999999996,64431.9496,63328.2648,62411.5063,60514.2315,55790.010500000004,53068.9043,48340.548500000004,44641.9392,40434.2714
1119054,56146.4545,54901.0689,54204.6351,54199.079300000005,55283.2315,58698.8786,66880.9019,103259.2666,150441.9939,171300.7229,179378.65529999998,185343.2885,189956.2271,190450.4533,188342.3482,182786.8953,173847.2153,152046.43420000002,117655.88590000001,100611.8205,89375.2106,78302.5061,67804.0941,57785.8002
1119055,22576.9813,22457.1225,22411.1205,22465.563299999998,22632.0365,22766.5125,23058.1011,23313.107,26262.7922,28367.8387,28998.6464,29510.2519,29439.4347,29615.4477,29266.074,28986.9821,28433.4637,28141.4097,26116.522,25119.076,24536.9437,23402.4967,23293.833599999998,22808.2
1119056,42106.421,42057.5514,42275.26,42409.6521,42685.012,43887.9801,44643.3957,44766.4076,43315.3756,39917.515,40029.4365,38054.4159,37964.8186,38254.0397,38258.2422,38086.2485,38781.6221,41849.3552,42904.9666,40461.7161,40541.5977,42305.5181,43125.1262,42803.8039
1119075,17903.1016,18122.3344,18115.4543,18129.6084,18118.5786,17546.1893,17428.5873,16209.484699999999,13376.3313,12099.2192,11678.6799,11393.6642,11172.2111,11281.1132,11202.9518,11843.010400000001,12272.4442,12849.9596,13503.9632,14484.032000000001,15183.2341,15873.8293,16609.9382,17680.4666
1119076,32654.9047,32291.4166,32546.8146,32450.6771,32700.6986,33516.0348,34427.9538,37544.539,44708.6404,47800.0086,48562.5621,48310.4446,48741.0866,48849.1894,48960.4081,48559.1811,48519.7569,47154.698,43981.1187,42200.8962,41404.953,39796.6475,37737.1008,33377.4041
1119061,20650.7297,20781.7055,20787.9109,20819.2821,21103.908900000002,21121.987399999998,21070.3521,20681.5245,21797.0684,22385.9445,22781.9608,22669.9035,22719.3251,22810.7353,22554.4005,22481.903299999998,21592.0921,20706.9685,18391.2462,17739.5465,17708.8632,17701.382,17982.0503,19393.8655
1119062,23523.5035,23370.0055,23213.7961,23269.4101,23933.1483,24926.3358,26389.4474,29302.9026,32736.8084,33511.1222,33047.6992,32879.075600000004,32861.6281,33497.232299999996,33307.3552,33211.3068,33432.9459,31436.424,29217.5129,26593.7586,25203.8552,24886.241100000003,24773.5408,23498.7274
1119063,19377.4611,19520.45,19529.628,19630.9202,19728.1898,20037.5906,19979.2467,20536.3348,17932.5376,16226.1335,15786.472,15200.7746,15333.7474,15283.1433,15538.2659,15370.1858,15683.9775,16841.1773,17609.119,16803.3466,17121.6407,17422.9713,18120.5081,18945.6398
1119065,15403.6601,15712.5383,15755.9856,15803.0701,15734.3081,15269.741899999999,14578.0837,13959.9508,12051.0744,11098.0823,10530.9828,10159.331699999999,10031.3756,10052.0517,10228.8719,10370.776600000001,11111.9751,11681.7559,12379.2091,12957.6105,13957.6126,14644.8222,15294.813,14936.4319
1119066,7641.2447,7706.9686,7685.9497,7692.5925,7517.0751,7283.1296,7029.9864,6638.8783,5791.5632,5567.7381000000005,5419.1969,5212.5206,5276.974099999999,5419.432699999999,5306.2723000000005,5835.1785,6095.5101,6221.9534,6713.859100000001,6585.6368,6884.4947,7039.2552000000005,7077.1823,7922.927
1119067,9758.6891,9838.6763,9864.3864,10021.0216,10114.8964,10049.9858,10110.9476,9986.2246,9409.8425,9295.3761,8915.404199999999,8984.1721,8921.5474,8971.5651,8794.3171,8379.944,8285.3264,8601.4192,9108.597,9405.9677,9826.895,10070.618400000001,10407.1375,8934.7188
1119068,22740.557,23044.937299999998,23224.4352,23324.97,23241.3171,22761.015,21972.7657,19556.2728,17437.7152,16205.3252,15679.508800000001,15355.6272,15633.575700000001,15658.8969,15410.8015,15946.2553,15979.4753,16803.2194,17723.2995,18589.8488,18867.5155,19642.0313,20728.7155,22138.654300000002
1119069,17246.3547,17296.9761,17300.1529,17309.435299999997,17511.4437,17800.358900000003,17562.882700000002,17971.0912,17121.2353,15660.4136,15350.3904,14941.4344,15339.1939,15385.416400000002,15556.2563,15801.1573,15679.718499999999,16881.2592,17814.5463,17928.3797,18203.9229,18184.042,18403.143799999998,16751.192900000002
1119070,13734.5642,13714.5803,13679.8361,13653.0414,13651.8109,13389.9005,13451.3144,14032.9588,14591.0409,14490.3134,14206.6987,14295.7117,14215.8676,14639.5898,14595.4701,14685.134399999999,15039.2424,14871.0741,15399.1032,16018.4351,16594.0021,16093.2008,15676.3108,14248.9623
1119071,18067.771800000002,18152.5993,18228.1261,18230.8189,18113.6239,17060.7754,16655.5097,16473.5744,15383.3985,14350.5091,14316.3261,14085.9816,14042.377,14821.8889,14713.6852,14965.1528,15375.4902,16654.1381,17355.1039,17095.2518,17252.2403,17841.5765,18207.189,17878.6957
1119072,22956.7838,22798.6314,22955.0292,22944.4369,22742.5191,22384.5849,22388.623,22482.5124,21562.3228,20196.5817,19676.199,19543.1521,19799.893799999998,19964.359399999998,19736.2893,20422.7549,21519.663800000002,22638.5018,23899.2337,22927.3844,23168.8752,23890.7282,24271.5259,23399.6826
1120072,35404.1529,35574.7798,35758.8906,35790.903099999996,35929.2924,37122.5491,37465.2157,39460.8109,36958.6129,34011.7954,32709.6161,31766.7373,32419.7424,32620.1441,32362.74,33045.1308,34931.9332,37638.3805,39571.3471,37931.0927,37587.6477,37011.2681,36533.596,35872.5921
1120052,15267.1111,15238.027399999999,15323.981099999999,15450.6243,15511.3037,15730.15,15827.6619,17651.97,18327.029,17633.0614,17214.1085,17043.654300000002,16918.239999999998,17195.4741,17021.0689,16756.5199,17230.1645,18197.336,18374.8504,18095.644200000002,18012.977,17886.0498,16483.2892,15030.7618
1120053,49139.7113,49349.5104,49636.2003,49890.16,50188.6776,50058.7632,48975.1246,45670.1179,41683.7374,39987.3612,39263.1148,39279.0939,39219.744699999996,39351.4071,39257.7245,39862.0381,39409.9024,39496.4457,39790.9467,41653.007900000004,42652.975099999996,43845.6043,45416.7126,47254.2483
1120054,21262.745,21309.2602,21281.2671,21509.0367,21366.2157,21419.0624,21501.4367,20297.9063,19341.5218,18366.5583,17818.272,17480.398,17339.8793,17569.542699999998,18027.067199999998,17823.9222,18737.6595,19517.435,20572.290399999998,20774.995300000002,21277.2689,21714.9683,22096.359,20701.2971
1120055,20111.4031,20079.0077,20062.8659,20070.4147,20109.092099999998,19628.0059,18817.9975,16969.2527,13481.3107,12394.718,11752.2342,11518.9848,11386.0161,11292.647,11828.6825,12062.2132,12613.7801,13275.5195,14229.2047,15223.7782,16209.2276,16856.0007,17247.8089,19727.2858
1120056,25143.6344,25469.2419,25696.137300000002,25875.0628,25811.1065,25486.3292,24374.6217,21217.5395,18897.7673,17295.1606,16849.6336,16267.359,15804.8604,15221.6453,14701.2941,14557.5452,15089.0565,15268.7883,16835.299,17977.6828,19431.2429,20669.2744,21896.8922,24134.8808
1120071,33044.3147,33052.1508,33095.6244,33259.5259,33249.4583,33549.3111,33699.7244,33706.9318,36413.5367,36739.4818,37821.5032,38664.9931,38865.0643,38432.2935,37825.7855,36634.3282,34236.4138,32944.4822,33228.111600000004,33233.9126,33004.173,32897.2061,33060.5747,32296.6389
1120063,22678.9918,23686.3241,24416.7486,25098.2716,24686.1694,23454.0302,23301.5238,23134.867000000002,21411.417699999998,19554.2239,18780.4152,18579.7812,18636.5257,18868.9794,18600.7655,19473.6547,20432.1664,23528.5394,26405.9523,26760.717800000002,26162.4147,25755.007700000002,25271.0006,23224.479
1120073,32518.9667,31947.044,31232.5583,30804.228900000002,30518.8759,32528.7435,33076.7698,32777.0173,30666.416699999998,29623.3853,29032.017,29131.2212,28737.3365,29586.2211,29786.1794,30531.9953,32330.2604,34203.9514,36605.3341,36374.5865,36033.449,36288.2009,36108.259099999996,33838.4629
1120065,21720.6835,21977.4101,22070.6464,22213.9949,22108.5023,21927.9994,20792.775,18872.4072,17030.9443,15514.7023,14518.025099999999,14200.5736,14179.3967,14026.1541,14156.7232,14121.6039,14405.7541,14628.1757,15350.6827,16494.3931,17569.2803,18034.4523,19365.3367,20725.568199999998
1120066,16447.243,16574.3114,16640.2225,16819.4367,16834.0867,16712.9618,16333.9086,14806.4305,12202.0121,10982.8067,10818.2049,10621.1504,10370.318,10240.9958,10224.7011,10591.2759,11060.519,11455.987,12346.5664,13021.1946,13589.55,14188.444300000001,14947.3487,15487.1799
1120067,12895.218,13008.2281,13104.1504,13069.976999999999,13309.3547,13440.9301,13302.5978,12773.4149,12710.1937,11971.7904,11350.7777,11133.9143,10750.660600000001,10171.2493,10338.588,9682.5954,9787.6218,10008.5651,10477.4295,11115.277,11491.8676,11823.7714,12112.770700000001,12839.8437
1120068,44048.7714,44230.3082,44396.926,44524.8175,44567.1015,44810.6907,44485.8701,45193.3278,42618.3268,39454.9054,38802.0303,38159.3529,38262.5055,37705.892400000004,38099.984,38661.1631,37681.2891,38623.5828,40688.6398,41468.7973,42270.8226,43375.3018,44909.6115,42957.5937
1120069,22364.6842,22509.1743,22658.582,22650.0429,22428.2861,22191.9542,21984.0987,21465.9389,19029.1401,17046.4332,15942.3544,15734.0492,15793.5547,15378.2197,15441.826,14891.308799999999,15038.8905,15722.3624,17221.5557,16970.938000000002,17195.6047,18083.3822,19359.7968,21767.6057
1120070,23025.9685,23254.178,23229.1066,23434.0331,23491.6977,23604.3402,24016.3129,24207.2797,25765.8728,26491.1606,26434.7435,26113.5596,25649.1784,25716.2491,25629.575100000002,24937.1406,24787.5224,23305.3233,21557.2038,22575.652,22528.6151,22665.8503,22661.7686,22432.1784
1121052,17956.32,17862.274,18100.7964,18115.219,17999.589,17939.8507,17511.6668,17519.3043,17048.4522,16536.6438,16177.338099999999,15786.590900000001,15674.9377,15536.0561,14724.9098,14822.508600000001,14872.8288,14772.436300000001,14536.7879,14316.5494,14053.3027,14525.0695,15071.0008,17554.1979
1121054,14537.2499,14797.3331,14939.6455,15082.3122,14965.0345,14701.5714,13956.549,11611.0485,9770.6413,8363.5238,7821.6948,7392.2003,7164.2773,7126.9716,7164.6233999999995,7337.0743,7617.6141,8221.8223,8648.345800000001,9540.9761,10427.5035,11285.5059,12333.1194,13570.1394
