ADM_CD,H00,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23
1109060,18309.2376,18420.4172,18722.2058,18802.5988,18884.4424,18562.4805,18465.3199,18082.2395,17939.1147,18248.2873,17926.9092,18049.6421,18088.2212,17738.2725,17931.89,18152.5475,18254.8123,18802.9659,19125.8694,18765.5498,19108.0487,19219.1883,19418.3102,18536.3063
1109061,12527.673700000001,12582.824,12542.5667,12602.397,12484.6654,12158.5581,11724.0971,10637.7493,9635.3801,9203.2057,8818.1238,8738.1829,8309.7803,8330.6992,8414.847,8021.7543,8230.2296,8192.5632,8315.9723,8787.6263,9279.1446,9623.3967,9795.4907,12227.06
1109062,15994.0075,16030.3784,16415.1787,16432.7508,16524.0739,16162.7527,15468.4279,14166.3095,13045.7168,12545.115099999999,12413.6614,12049.9252,11772.6082,11739.4647,11559.5111,11951.8982,12202.1095,12476.2732,13229.3253,14043.5333,14749.4292,15501.0913,15937.7621,15607.4102
1109063,17941.7879,17953.5015,17733.376800000002,17759.8003,17330.6568,17133.0731,16536.1079,16069.5828,16073.5344,15429.0586,14820.1199,14930.5763,14402.047700000001,14147.5834,14195.6882,13513.5713,13087.1078,12545.8225,12750.723399999999,13095.5183,13306.2394,13883.736499999999,14496.0869,17985.282
1109064,18469.5953,18236.059,18015.7925,17897.9414,17799.9809,17599.8169,17115.9803,16078.487,14180.6279,13743.3994,13680.744999999999,13899.6353,13672.8422,13865.6949,13718.3166,14342.8424,14974.0054,15797.6162,16327.5041,16879.4839,17664.8089,18376.3789,18470.807099999998,17719.2049
1109065,25186.3973,24825.031899999998,24503.7942,24259.4665,24138.2792,24031.6031,23688.6039,23748.5553,23035.5407,22795.5981,22795.290699999998,22994.5685,22712.7771,22920.6409,23173.7219,23777.887600000002,25078.907,26462.643799999998,29271.308,31191.9695,31072.0131,29885.4508,29085.9746,27813.8273
1109074,19180.3621,19244.0546,19635.344,19758.6717,19673.2368,19471.7807,18958.4466,17865.6361,15746.9592,14606.1199,14461.068800000001,14557.2875,14908.7965,14304.2512,14494.1973,14256.2948,14261.5901,14716.1831,15397.2913,16498.2046,16802.3796,17339.5294,18111.303,18959.765
1109075,29225.8271,29663.7249,29999.5739,30122.921299999998,30070.9662,29511.3631,28697.1953,26484.6371,24998.0229,24070.4738,23604.3446,22968.32,22826.99,22662.4181,22220.8013,22583.7306,22288.7453,22073.6335,23292.893799999998,24758.6547,25502.4758,25934.0658,27157.4267,27693.630100000002
1110059,18998.4018,19165.2426,18952.0889,18901.2163,19006.0989,18939.0903,18686.7838,18063.7004,17297.4728,16642.655899999998,16532.5837,16314.9652,16083.070099999999,16010.0368,15766.6338,15857.4738,15672.4031,16352.6006,16848.6022,17064.7497,16922.4652,17205.9048,17646.7579,19172.3354
1110060,40664.4255,40987.835100000004,41145.6688,41105.3608,41010.373,39869.7302,38300.3543,34026.9425,29174.540399999998,26774.2458,25876.9005,25290.9945,24792.9671,24473.896800000002,24517.5166,24871.4591,25937.6629,26637.8501,26975.5562,29058.4348,30844.3634,32553.887,33842.0008,39903.2494
1110061,9708.0882,9607.5758,9603.469799999999,9707.8521,9496.7503,9446.8753,9148.6514,8497.3298,7731.7156,7254.3422,7336.0893,7333.8806,7428.3645,7260.0941,6995.8124,7044.0996000000005,7453.1029,7630.9101,8105.5757,8513.0841,8841.4004,9048.8385,9516.019400000001,9558.2583
1110062,29714.3818,30067.1132,30148.1125,30045.8541,29990.8863,30503.0294,30220.9867,30527.359,29123.1135,28140.4792,28056.0951,27582.479,27509.5818,28306.1143,28895.88,28377.5756,27914.1416,28133.4678,29337.711799999997,29463.0041,29832.1349,29982.5749,30055.9765,28930.1293
1110063,16693.219,16732.9246,16670.7742,16553.9515,16566.5959,16639.3441,16825.0789,17183.5639,16704.1362,15781.6839,15745.0406,15928.0034,15799.3801,16134.2117,16377.6322,17113.5801,17639.4316,18767.8085,20428.9203,20170.6925,20033.3159,19813.8582,19415.6382,17155.5245
1110064,17359.8269,17436.7005,17323.9375,17633.6399,17529.9579,17368.1695,17162.5144,17206.332,16579.7759,16094.592700000001,15523.6747,15310.5435,15755.1786,15656.6141,15845.1052,15945.0492,15701.4251,15116.0587,15441.4401,15736.9877,15822.588099999999,16195.2457,16786.1367,17043.6387
1110065,19637.0344,19673.9577,19903.0545,19858.0878,19635.6178,20235.5601,21037.6847,21515.7262,18675.4076,17234.8805,16794.0453,15954.6363,16044.9358,16022.1859,15648.4918,16467.8104,17201.4412,17486.2854,18352.5386,18388.0303,18688.4056,19155.6825,20239.662,19973.5355
1110051,18626.1596,18665.897399999998,18672.8542,18857.9907,18360.1424,17917.2223,17281.5102,16319.175,16187.9524,15582.2331,14946.7257,14773.9813,14787.6827,14476.3592,13962.6963,13075.6536,13282.4268,13190.5807,13552.994,14077.7656,14806.9782,15421.4694,15933.6014,17767.3295
1110052,19373.3115,19255.765,19652.5294,19793.3639,19709.6459,19222.994899999998,18574.352,17461.4805,17102.3577,16798.7223,16464.236,16433.9434,16298.2151,16272.9249,15786.6887,16227.0784,16061.7832,16187.888,17101.4262,17342.0838,17895.744,18556.857799999998,18981.6279,18970.7575
1110053,16505.6877,16652.228,16865.284200000002,16884.1161,16897.7396,16987.1689,16888.9574,17516.7127,15791.9985,14905.4894,14194.480599999999,13864.6801,14033.900399999999,14163.5068,13828.4967,14344.4182,14619.7951,14919.6201,16107.9765,16782.7561,16857.845699999998,17167.3783,17316.3661,16192.6934
1110054,11805.1701,11843.4707,11717.3578,11764.0967,11630.8973,11360.6637,11179.4005,11609.653,11326.5777,10941.3129,10577.2253,10520.566499999999,10215.8519,10171.1807,10503.610499999999,10743.4971,10544.447400000001,10395.4471,10771.8797,10768.08,11258.0034,11407.1628,10806.6386,11545.6985
1110055,21391.7821,21262.7193,21137.95,21149.5719,21099.8335,21550.788399999998,21244.7246,21954.7379,22897.1547,22665.1736,22921.0742,22954.4281,22610.5307,22789.3109,23086.8304,23870.657,24322.968999999997,24031.5157,24737.6453,25033.7626,25048.3204,24588.3185,24215.2548,21702.0588
1110056,11286.4969,11484.6751,11387.5771,11332.1318,11283.6037,10890.238,10628.1876,10069.7905,9381.2156,9133.1613,9101.5653,9115.8854,9165.1219,8960.228,8915.0139,9062.1997,9142.5508,9497.8418,9831.2368,10164.0002,10175.7249,10762.3063,11192.9864,11144.7698
1110057,24671.6118,24871.7184,25040.2509,24944.0101,24884.7334,24351.7084,23066.5684,20396.4529,18481.8757,17175.311999999998,16221.7134,15784.3129,15331.7962,14782.3923,14411.8223,14093.9813,14394.0131,14941.7484,15804.8806,17383.7479,18545.3323,19909.1291,21189.0179,23840.9523
1111051,20350.3843,20490.6308,20435.8798,20457.2754,20427.7782,20414.5799,20864.3605,20699.5226,21158.7237,21226.475000000002,20913.2276,21045.3572,21220.8728,20809.6964,20072.6195,19855.4076,19842.2073,20008.1197,20271.9161,20429.7413,20872.6904,20960.564,21140.6188,20344.4159
1111052,20746.2689,21189.0778,20966.0475,21032.2803,20889.5249,20568.5432,19841.8713,19894.6871,18856.2093,18982.4271,18049.7475,17405.4005,17202.6871,17202.3783,16569.5838,15713.729,14738.686099999999,14658.5595,14736.4361,15769.7316,16328.4584,17215.3405,18089.3242,20183.6753
1111053,27464.0074,27721.8083,27619.9325,27703.0833,27404.0965,27150.326399999998,26531.8377,24324.6057,20796.456299999998,19242.5083,18835.5933,18135.1797,18306.1216,18208.0697,18135.4142,19163.0426,19183.5742,20399.0749,21286.5788,21950.36,22836.3763,23476.7329,24109.1157,27338.5973
1111079,41137.8204,40859.1503,40925.9596,40953.7358,41097.6998,40987.5341,40651.5564,39110.3159,35791.2768,34556.4524,34180.3247,34134.8962,33930.088,33473.0448,33547.9075,34688.3026,36094.6538,36807.1386,39668.4508,40192.941399999996,40498.849,40901.8237,41565.1659,40594.1017
1111056,50131.5021,50365.388399999996,50399.3776,50370.3981,49999.8876,50257.9208,49614.1305,49200.8922,50982.4557,50304.9593,49842.6609,49280.6707,48611.229,48543.081,47664.9325,44595.8356,43080.3655,42038.0584,42040.5275,43442.8866,43736.8353,44300.907,45769.726,48177.748
1111058,25728.7682,25923.148699999998,26284.7953,26506.0882,26420.4452,26064.7514,25806.6685,26993.6746,27403.450100000002,27373.202400000002,27143.0454,26630.9806,26314.5744,26953.7014,25662.362,23877.3659,22491.8659,21589.2149,21757.501800000002,22205.3406,23105.2071,23308.4934,24013.9888,24458.7181
1111059,17000.1257,17130.8885,17408.0753,17422.9345,17343.0252,17593.3015,17178.0897,15776.5214,13988.5811,12642.0165,11974.7821,11690.6048,11467.7982,11239.2616,10992.6572,11581.229299999999,11841.8838,12075.9987,13104.9626,13369.4975,13909.4145,14926.7872,16251.9255,16933.1466
1111060,19525.3386,19787.0585,19572.3178,19508.8117,19512.7553,19234.3137,18707.678,18723.7803,16987.3697,16842.903,16389.8238,16136.589,15811.6067,15989.585,16442.8929,17880.9362,19777.2906,21530.715799999998,22212.5633,22712.6651,22681.0768,22238.1365,20063.532,19338.1522
1111061,29348.3756,29016.2465,29324.1803,29308.5963,29182.7395,28632.0332,27388.7603,24505.172,22678.4235,21529.4912,20857.5566,20359.2305,19821.1516,19447.6684,19883.8011,20909.3797,22118.2372,24945.8947,26248.5894,27715.2229,28065.2259,28601.2321,25992.0186,29498.1954
1111064,16269.6958,16090.7836,15952.0842,16058.0126,16007.9596,15833.2106,15498.4575,15318.9507,15589.705100000001,15198.8176,15125.7765,15118.883,15454.0772,15227.106,15436.9365,14704.7587,13396.5206,13571.0903,14369.4091,14939.501,15272.5593,15441.3456,15800.028400000001,16023.7839
1111078,31025.9406,31349.504,31388.9974,31098.6068,30998.8426,30744.910799999998,30237.2178,30468.6558,29788.0926,28579.97,28034.892,27941.792,27890.7643,27545.5242,28098.4463,27788.3357,26998.6483,26800.6754,27497.1563,28957.5075,29019.2084,29456.0999,30367.6159,30017.9447
1111065,36860.8008,36853.6848,36665.3511,36577.2855,36620.9147,36154.9571,35086.0037,32862.8005,30476.2627,29594.7817,28764.1879,28622.361399999998,28635.5299,28432.1693,28642.7023,28391.8584,29032.5539,29478.0901,31034.7266,32525.5759,32974.456099999996,34017.5424,34855.8694,36111.7061
1111066,25219.5565,24965.2592,24816.8176,24378.412,24483.3614,24760.489,24570.5996,24765.9799,23476.565300000002,23698.1848,24537.336,25231.5083,25668.4593,26564.869899999998,26719.1491,27895.1412,29283.6623,30590.5468,32786.0755,32684.0121,32324.8693,32048.1465,30265.679,26913.2197
1111076,23685.0603,24256.0413,24236.6267,24188.4984,24100.1371,23450.4453,22693.6483,21269.5092,18287.1222,16916.9703,16045.2057,15575.0713,15364.9363,15163.6125,15169.8879,15350.3183,16205.1262,16769.4893,17868.7337,18787.4494,19751.9052,20775.8538,21958.2526,22878.7438
1111069,16781.7506,16657.7337,16586.6783,16633.7319,16511.7633,16221.139500000001,16060.0187,15641.328,13587.8969,13131.9951,12943.8228,12871.0463,12731.446,12716.4447,12988.6758,13628.4898,14651.4896,15351.7065,16222.8515,16364.511,16667.9407,17028.4063,17068.9807,16896.8591
1111077,43903.0096,43581.1333,43751.9508,43813.0853,43846.5897,44251.5591,43339.1884,43042.9034,44698.724799999996,47028.255,47463.106499999994,47153.9527,46523.2976,46812.6367,47870.145399999994,47217.468,46769.339400000004,46131.5444,45882.9946,46300.1752,46103.2156,46107.1848,45261.7037,45039.8147
1111072,21859.331299999998,21907.7718,22045.430800000002,22347.5,22238.6861,21855.6557,20745.2212,18352.916400000002,15360.5455,14360.4022,13855.7387,13680.0679,13473.137700000001,12983.6574,12872.7695,13442.0458,13342.3593,13402.7493,14472.3194,15914.1646,16897.4757,18061.090799999998,19147.8047,20576.587199999998
1111073,17985.1052,17808.7091,18036.9445,17922.0091,17908.4415,17649.6431,16758.232,16433.5852,15221.7208,14384.0298,14037.9403,13818.5161,13562.5422,13608.2892,13506.862799999999,13091.6233,13553.851200000001,14074.601,14795.095000000001,15453.9555,15874.2719,16189.3862,17111.3064,17916.147
1111074,11190.7492,11559.3103,10721.4801,10916.8509,10592.1768,10662.287,10780.1206,11937.1935,11782.202299999999,11438.5213,11615.2,11389.7475,11646.9047,11426.6461,11726.1973,11905.8446,12218.198,12092.751100000001,12323.9739,12400.9232,12025.6204,11784.306,11526.9977,11695.663700000001
1112051,33961.2926,33864.686,33857.7423,33939.1062,33788.8154,33747.0526,33072.8152,30599.2139,28458.549899999998,27426.271,26555.1385,25940.4864,25781.267,25695.2874,25748.5992,26181.0135,27730.1653,28257.3676,29087.7522,29758.105,30032.748199999998,31313.1036,32125.0987,33512.5674
1112052,29626.4947,29858.1679,30171.3565,29340.2235,29361.7783,28929.0383,27901.7507,25273.4386,21463.8781,20778.8866,20047.4826,19554.3045,19000.6778,18814.7809,19146.5003,19944.991299999998,21026.1902,21011.7841,21922.1108,23410.5534,24808.393,26168.0278,27193.9107,28619.1056
1112072,24564.4471,24842.6798,24832.1264,24869.7902,24830.201,24025.9301,23332.5414,22220.0084,21344.3115,19954.4686,19439.2335,18825.7331,18573.9454,18224.0971,18261.2471,17587.2481,17044.255,17494.6866,18948.9927,20096.9468,20688.1721,21214.9853,21863.2437,23980.3117
1112055,17764.9161,17532.0654,17397.0006,17339.0844,17222.8363,17117.4125,17143.3943,18434.7971,17434.1815,16757.6045,16570.2146,16481.0303,16412.4291,16534.4021,16940.8633,17135.1627,17031.6553,17917.3886,18986.511,19729.2565,20025.3217,20252.0576,20225.9028,19331.3352
1112056,22494.8144,22262.4756,22156.5805,21978.1536,21767.6885,21605.1701,21043.0087,21699.8924,20344.109,19258.0022,18723.4562,18519.0233,18282.6266,18376.1847,18677.8514,18916.7838,18189.3564,18646.235,19560.0945,20335.8171,20954.6528,21357.7864,21154.505,22903.7596
1112057,29941.6693,30213.0034,30407.0424,30508.5853,30419.9727,29529.7051,28401.6338,26856.0349,26164.5913,24294.7101,22972.2972,22287.8556,22357.8682,22001.7215,21537.8847,21367.413,20607.0462,20359.4957,21119.7683,22517.4737,23216.4103,24631.5419,26176.9672,28753.8728
1112058,61912.9748,62363.4349,62260.3632,62811.0047,62280.8943,61827.6371,60229.5304,56183.7068,52324.8541,50590.3444,49939.445,49483.4061,48492.0723,48615.3872,48313.3701,48703.2624,50146.3344,51547.9647,54301.8476,56601.0417,57470.2488,58291.6228,60109.3401,60312.2652
1112059,24451.3626,24856.0307,24757.5696,24833.8064,24836.9558,24586.4303,24457.4036,24580.3283,20717.5763,19013.8718,18511.9677,17820.2356,17433.7657,17050.8312,17346.7831,17436.2827,18812.9041,19741.4127,21576.8143,21601.4584,21788.1493,22211.4042,22439.9445,23705.2473
1112060,17601.2513,17854.7367,17861.1927,17892.3789,17744.8014,17525.9173,16870.1021,15441.778699999999,14845.3212,14198.9778,13854.1066,13635.4702,13579.3744,13073.7238,12664.4574,12664.6928,12781.0573,12987.697,13764.7031,14809.8655,15284.1666,16270.7657,17054.6845,17476.113
1112073,26655.9121,26550.356200000002,26562.2,26727.0959,26441.2753,26337.8579,25410.0036,23281.3311,21020.922,20461.691899999998,20239.4218,20293.1588,20107.5945,20416.2895,20298.8447,20577.2117,20938.0874,21645.4264,22885.7247,24343.2016,25327.8756,26195.2562,27033.8897,26808.5769
1112074,41990.8013,42365.1277,42480.7569,42506.3464,42486.3753,41880.0587,40678.5503,37894.6507,33308.8407,32104.9086,31149.3474,31030.7418,30809.4481,30391.576,30695.0531,32612.2321,34215.6815,34674.6925,36661.2427,38228.5536,39674.8889,40558.7348,41737.9159,40922.968
1112065,26014.1291,25876.3521,26117.0917,26029.7505,25855.1565,25679.4135,24999.8612,23456.6294,20674.1403,19451.6238,18866.4172,18493.9133,18396.8233,18301.534,18042.3495,18729.7521,19579.9101,20619.6527,21890.0236,22665.5629,23720.58,24653.6789,25175.3183,25615.400400000002
1112066,15240.7041,15326.9497,15423.525300000001,15521.2577,15448.1642,15138.2549,14722.4015,14595.6667,13394.1328,12206.0104,11841.4346,11495.4293,11168.8174,11085.5487,10959.773799999999,9888.478,9800.3039,9818.8499,10247.2277,11042.5545,11630.1091,12010.7131,12551.314900000001,14553.9385
1112067,14875.2264,14944.606,15092.2417,15129.3148,15171.0979,15445.5451,15528.3439,15283.3325,14288.1927,12984.9579,12310.1065,12089.1255,11925.519,11431.0988,11398.9849,11734.438,11920.7094,12204.6106,13254.582699999999,13585.3223,13766.0549,14111.8798,14900.1069,14470.1447
1112068,16312.594799999999,16301.032500000001,16379.5188,16455.3055,16515.4925,16818.5657,16763.5619,16586.9821,14292.8474,13487.4118,12645.1594,12343.2588,12374.0487,12141.672,12344.8681,12709.4434,13341.6527,13889.7985,13846.8079,14005.7663,14581.5977,14990.0253,15882.061,15727.3342
1112071,56489.745,56506.7493,56581.9531,56538.9874,56399.318699999996,56569.3834,56138.2534,55303.2744,52589.3537,50832.853,50195.9528,49428.7142,49354.9222,49693.2555,50214.6792,50856.9714,50802.1602,50460.129,53194.5914,54532.7899,55256.3875,55016.4019,55608.121,57276.0101
1113052,14270.7064,14527.866,14610.8323,14600.9406,14624.4941,14588.9103,14915.671699999999,15677.7658,14060.3968,13632.6987,13576.4625,13313.7105,12913.6374,12410.659,12194.5867,11978.7983,12450.4831,12728.7431,13584.665700000001,13100.420399999999,13165.7698,13357.0259,13823.6973,13525.976
1113074,50593.3726,50698.1249,50610.3422,50807.725699999995,51060.1542,50947.4868,50999.0675,53112.4247,64419.8968,68787.3258,70826.7683,67321.5138,67147.7291,68829.58380000001,68088.06390000001,66271.4991,63234.3819,56890.739199999996,45380.0567,43008.0443,42057.0363,41945.5384,42546.6927,47556.2531
1113073,29299.5584,29247.2427,29083.1541,28801.1174,28901.0168,29728.328700000002,31726.8407,40637.2755,56719.4424,63888.5117,65491.5333,66479.7915,67860.427,69434.187,68806.1275,66057.21429999999,63117.372,56771.6812,44542.5548,39534.7596,36456.0743,34667.9835,32409.516200000002,29087.4526
1113075,46490.6601,44850.3739,44103.9061,43598.0977,43434.1853,44400.2975,47034.2511,55378.0208,64964.7246,73411.38739999999,78919.2047,80263.589,82090.8274,84020.7545,83735.4226,80018.8125,75023.1255,70213.5153,66961.87150000001,65307.0359,62120.1798,57371.305400000005,51586.0294,47551.1728
1113076,40407.1234,40608.4039,40831.0766,40969.9193,41194.3534,41190.0103,41377.186,42185.7941,40865.522600000004,39510.9036,38597.2374,38604.2999,37715.6389,37613.477,37314.0983,36196.1622,36030.7113,34761.4942,34796.6726,35117.1351,35229.9979,35184.2949,36121.274,38021.913
1113062,28408.2013,28401.0357,28514.8317,28353.4103,28316.7326,28108.3593,27470.9279,25843.8454,22619.1015,20932.650700000002,20286.6495,19747.3455,19334.5107,18847.803,19505.345400000002,19813.4326,20337.3358,20763.7134,21352.9975,22326.9918,23578.291,24063.3279,25030.619599999998,27922.999499999998
1113064,15817.8871,15763.3937,15786.6193,15767.4497,15608.4036,15567.4119,15350.1793,14558.4627,14049.1911,12984.6759,12719.206,12681.4983,12274.943,12502.2588,12757.7703,12579.5776,13084.579600000001,13358.2189,13997.5793,14271.429,14654.9063,14896.0733,15148.9609,15914.5091
1113065,10456.6064,10562.0642,10462.5605,10457.5875,10431.3793,10115.1557,9935.0215,8717.6276,7369.2586,6462.9661,6210.9096,6147.1915,6007.3345,5947.2261,6123.0661,6981.568,7406.2387,7604.459,8441.2545,9187.0572,9502.3772,10283.4984,10751.2511,10258.4657
1113066,15946.1339,15917.5136,15894.6899,15882.3525,15777.0881,15925.8909,15945.1485,14299.178,11991.8614,11248.9161,10558.365,10293.3317,10350.9319,10000.7349,9986.9283,10599.7955,10910.1422,11476.6376,12341.0754,13306.6209,14225.55,15053.1169,15576.720299999999,15416.687100000001
1113068,24484.6927,24801.5677,24868.5062,25001.4307,25190.703999999998,24917.3955,24562.5734,23294.909,23304.526,22320.8288,21802.578,21180.9904,20692.9009,20653.3549,20525.581,19573.1666,19367.8209,19397.6034,19537.7422,20580.361100000002,21448.5818,21946.4595,22937.9285,24099.7789
1113069,9370.2536,9098.6383,9027.3645,9170.0338,9019.5979,9274.1904,9419.4963,8795.8797,7904.5368,7774.604399999999,7485.7859,7145.2447999999995,7053.1732,7245.7923,8056.2107,9342.4561,9280.6286,9658.3299,10289.9241,10270.0207,9841.5177,9966.3603,10037.1675,9221.0494
1113070,21580.2152,21646.0409,21649.7055,21732.8256,21699.939300000002,21604.9054,21045.344399999998,20032.933100000002,19146.7127,18651.351,18571.7737,18513.174,18625.2343,18923.1067,18597.1157,18648.2575,18441.2885,18457.1502,19391.3977,19727.3922,20558.437299999998,21303.1496,21439.0458,20592.4005
1113071,15254.6473,15329.9394,15366.5471,15397.0149,15464.2785,15205.5596,14863.2537,13745.3573,12486.4948,11794.0327,10998.1714,10830.3077,10559.3362,10574.342200000001,10845.0282,10339.5137,10436.5674,11021.7808,11435.4437,11971.5688,12648.774800000001,13146.3072,14245.3323,14957.7103
1113072,31412.3013,31702.8469,31588.4037,31554.0223,31418.3382,30714.304,29608.2879,27573.3729,25100.364700000002,23280.2971,22641.6892,22142.3914,22033.738,21749.4801,22150.5278,23163.3451,23884.0767,24847.3699,26258.1704,27222.1349,28422.8396,29360.1718,30224.9139,30832.3509
1114078,27258.2303,27877.073800000002,27694.1671,27584.942900000002,27728.007,28368.0462,28276.567600000002,29662.902000000002,31620.3486,31969.3929,31920.6508,31223.2503,31283.5384,31647.4648,32163.3905,30221.4626,29848.7019,29724.5525,28895.1526,28257.738,27757.1669,27933.4917,27675.1803,25792.8086
1114077,36933.0199,36364.2746,36820.9326,36903.8831,36847.173,36382.0291,36501.6276,35582.4596,34411.587,33849.61,33686.82,33218.5045,32914.277500000004,32542.5468,31842.7788,32275.6669,32868.9047,33699.2385,32980.4501,33231.7093,33949.788,34496.6104,36054.477,36753.0387
1114075,16338.3478,16206.450499999999,16283.2785,16194.7209,16267.2642,16376.5058,16569.0423,16412.6023,16253.511199999999,17130.7795,17495.8925,17916.3353,17663.7324,17280.241,17405.366299999998,18107.7369,18190.3307,18602.7366,19391.7751,19395.1762,19518.7685,18996.1606,18452.3009,16526.1656
1114059,25731.6562,25614.0994,25466.057,25655.3265,25653.7489,25962.9293,26129.2357,24582.8655,24121.0289,24314.0236,24460.4544,24596.0639,25052.3732,24727.7058,24334.379,25808.5496,25627.0899,25724.902,24974.888,25178.3636,24567.0526,24378.3685,24120.5274,25674.1105
1114060,17924.7694,18450.0442,18410.0415,18830.344,19025.123,19321.3036,20067.0259,22209.084,24764.3779,25722.333599999998,26964.2332,26817.972,26233.6547,26566.9923,27041.8837,26975.2911,27404.1298,26816.4766,26211.7451,24850.8408,24211.5515,23253.9831,21540.6819,17520.5157
1114061,16880.6554,16817.3136,16947.2332,16681.9031,16624.009,16197.3067,16157.8444,16525.7082,17452.6652,17394.055,17305.3782,17653.2797,17253.0229,17145.5906,16873.2331,16531.0653,16943.8625,16833.6061,16964.846700000002,17245.1054,17226.7113,16869.8567,16791.4983,17056.504699999998
1114063,17644.6711,17520.3097,17401.5013,17757.6293,17516.1744,17636.7483,17348.4648,16620.0598,16732.1161,16326.707,15917.7734,15394.0151,15704.3878,14988.498,15155.9456,15440.642100000001,15216.983199999999,15667.803,16087.817,16111.4222,15900.2422,16268.3415,15860.0446,17158.5556
1114076,26923.7721,26962.6003,27299.8497,26996.6826,27141.1904,27463.3892,26876.4718,24937.9071,23480.2394,25537.3874,26152.0407,26370.6644,26832.6595,27807.5363,27518.9831,27615.8002,27135.1109,27364.4719,28260.3664,28592.4509,27738.0796,27087.1416,26957.1983,27752.841
1114066,49781.4354,47833.451,46131.7192,44857.9875,43806.9027,43838.8593,45463.3177,50848.5419,59677.1269,68943.8121,77205.71,84029.5748,89497.6112,94014.5783,98251.5079,99978.4118,102568.13399999999,104800.5376,108427.5026,107310.3713,101893.9667,94410.2611,82372.2427,66834.5519
1114068,16144.4702,16045.8353,16001.4719,16002.059000000001,16107.4571,16935.7384,17523.4506,19291.0073,20050.5661,21257.2486,21591.5533,22339.8631,23273.0167,23107.7315,22468.8942,22471.1875,23081.9232,24064.0521,25456.0792,24874.3068,24275.3203,22427.3106,20279.2025,17653.9377
1114069,22024.1619,22508.5215,22509.7655,22566.476,22617.2394,21917.8208,21420.2964,19827.141200000002,16742.256,15716.194,15143.799799999999,15366.754,15398.1733,15216.6614,15959.7222,16601.4921,17304.7249,18145.7504,19199.7261,19959.4857,20131.5154,20519.3053,20999.9894,22486.1765
1114070,17825.3879,17805.7059,17907.7238,17910.3279,17862.7362,17970.1805,17277.8905,15880.6631,13913.9533,13098.7946,12894.8863,12903.0155,13366.9523,13249.2559,13102.4466,13766.2077,14605.5846,15124.4684,15601.411,16034.448400000001,16125.9278,16136.7606,16910.7407,17441.4959
1114071,17021.7257,17157.1982,17161.4567,17182.5915,17123.8583,16952.881,16618.1607,16756.114,15598.6613,15215.830899999999,15664.9326,16035.6332,16271.6891,16399.6357,16196.9596,16941.2118,17338.0267,18351.33,19423.1896,20102.7824,19804.8861,18835.5937,17895.5598,17806.2667
1114072,20784.3238,20706.0349,20902.9374,20868.0723,20853.337199999998,20975.3296,20855.8418,20608.3284,20139.5948,19556.1552,18896.743599999998,18666.6579,18163.8792,18064.285,18128.9021,17699.8773,17753.6858,17981.3028,17846.9308,17995.0466,18479.8936,18896.7514,19664.941,20374.6089
1114073,37201.431300000004,37231.5399,37515.4142,37560.7988,37504.6699,37906.8446,37809.2331,35493.5741,33181.6361,31250.7665,30242.240999999998,28753.3812,28996.4353,29087.1687,29655.2118,29669.1184,30165.4142,30714.8537,31125.237,31814.6948,32381.4914,33183.7831,34554.7199,35409.0686
1114074,39165.1349,38667.1277,38276.1421,38430.5053,39018.7449,41031.2354,42918.6279,50219.8483,59277.5339,63054.3601,63446.3029,63386.9796,64142.9548,65366.3708,65349.7583,65001.947700000004,64112.0928,60202.1668,53119.217699999994,48578.814,45396.7868,42964.5631,42430.3367,39934.6349
1115051,31767.4224,31598.1873,31312.8648,31585.628399999998,32052.4675,33020.7333,34479.3156,37189.397,39510.8831,40930.7486,42275.6678,42762.731,43734.967,44683.9776,44784.9223,46926.8188,48706.808899999996,50885.0166,52035.095700000005,50893.0384,48262.0884,46440.017400000004,41049.7419,32089.3558
1115052,26026.2117,26528.8785,26568.073,26643.5649,26906.426,26635.082,26293.2537,23762.2492,20461.4316,18562.9413,17433.267,16806.2525,16307.2431,15965.4224,15970.6327,16811.7982,17190.1206,17839.4194,18853.6883,20078.3073,20621.1685,21368.179,23032.423,24911.6934
1115053,19071.2765,19107.9338,19388.790399999998,19542.3708,19419.9906,19537.1108,19023.2358,18370.2802,17747.665100000002,16893.8863,16637.3317,16416.768,16080.9478,15940.9616,16237.546,16448.3315,17040.7954,17369.3864,18297.4095,19121.5458,19734.058399999998,20506.2266,21175.3308,18136.6684
1115054,20817.380400000002,21081.125,21235.3371,21351.202400000002,21234.1159,21054.3237,20253.4465,18916.7479,15502.8942,14723.4127,14168.7357,14127.1095,13831.075,13834.8949,14310.2575,15003.368699999999,15594.0589,15836.0647,15993.1314,16767.4268,17444.7456,18285.3977,19122.816899999998,20442.3784
1115071,41855.4457,41671.026,41862.55,41862.7854,41994.8999,41844.5007,41074.0927,38301.7795,37076.2385,35796.558600000004,34906.2276,34320.1971,34128.7735,34683.445,35124.395599999996,35563.913,37797.4267,40434.0813,41818.7234,42788.5081,42442.6317,43303.4176,40561.0838,41744.3707
1115057,16805.7938,16921.657,17173.960900000002,17083.7367,16907.5037,16695.9792,16249.599,14824.6981,12918.5998,12044.263500000001,11757.3366,11681.7231,11578.6325,11724.031500000001,11725.3976,11928.5314,12653.9662,12914.7957,13376.8662,14071.461500000001,14329.2957,14726.4116,15137.3819,16196.1821
